Name,Price,Category,Question,Answer,Company,PriceQ,PriceA,CompanyQ,CompanyA
Nesfruita Red Grapes,70,Juice,What is Nesfruita Red Grapes?,"Nestlé Fruita Vitals Red Grapes Juice is a fruit drink brand from Pakistan that comes in different fruit juice content percentages, such as 35% or 50%",Nestle,What is the price of Nesfruita Red Grapes?,The price of Nesfruita Red Grapes is 70rs,Who is the manufacturer of Nesfruita Red Grapes?,The manufacturer of Nesfruita Red Grapes is Nestle
Chilli Garlic Sauce,220,Ketchup,What is Chilli Garlic Sauce?,"National Chilli Garlic Sauce is a versatile condiment from National Foods that combines spicy chili peppers and aromatic garlic to create a bold, savory, and hot flavor",National,What is the price of Chilli Garlic Sauce?,The price of Chilli Garlic Sauce is 220rs,Who is the manufacturer of Chilli Garlic Sauce?,The manufacturer of Chilli Garlic Sauce is National
Tomato Ketchup,220,Ketchup,What is Tomato Ketchup?,"National Tomato Ketchup is a thick, flavorful condiment made by National Foods from real tomatoes and a blend of spices",National,What is the price of Tomato Ketchup?,The price of Tomato Ketchup is 220rs,Who is the manufacturer of Tomato Ketchup?,The manufacturer of Tomato Ketchup is National
Nurpur,80,Milk Whitener,What is Nurpur?,"Nurpur milk is a brand of dairy products, particularly known for its full-cream milk",Fauji Foods,What is the price of Nurpur?,The price of Nurpur is 80rs,Who is the manufacturer of Nurpur?,The manufacturer of Nurpur is Fauji Foods
Olpers,80,Milk Whitener,What is Olpers?,"Olpers is a full cream, flavored, and high-calcium low-fat milk",Engro Foods,What is the price of Olpers?,The price of Olpers is 80rs,Who is the manufacturer of Olpers?,The manufacturer of Olpers is Engro Foods
Dostea,60,Milk Whitener,What is Dostea?,Dostea milk is a liquid tea creamer,Engro Foods,What is the price of Dostea?,The price of Dostea is 60rs,Who is the manufacturer of Dostea?,The manufacturer of Dostea is Engro Foods
Milkpak,80,Milk Whitener,What is Milkpak?,"Milkpak is a popular dairy product brand from Nestlé, primarily sold in Pakistan, that includes a variety of items like full-cream milk and cream",Nestle,What is the price of Milkpak?,The price of Milkpak is 80rs,Who is the manufacturer of Milkpak?,The manufacturer of Milkpak is Nestle
Tarang,60,Milk Whitener,What is Tarang?,Tarang milk is a popular UHT (Ultra-High Temperature) dairy-based tea whitener made by Engro Foods in Pakistan,Engro Foods,What is the price of Tarang?,The price of Tarang is 60rs,Who is the manufacturer of Tarang?,The manufacturer of Tarang is Engro Foods
Adaab,10,Nicotine,What is Adaab?,,Local,What is the price of Adaab?,The price of Adaab is 10rs,Who is the manufacturer of Adaab?,The manufacturer of Adaab is Local
Rajni,10,Nicotine,What is Rajni?,,Local,What is the price of Rajni?,The price of Rajni is 10rs,Who is the manufacturer of Rajni?,The manufacturer of Rajni is Local
Pan Parag,10,Nicotine,What is Pan Parag?,,DS Group,What is the price of Pan Parag?,The price of Pan Parag is 10rs,Who is the manufacturer of Pan Parag?,The manufacturer of Pan Parag is DS Group
Mughlia,20,Nimco,What is Mughlia?,,Local,What is the price of Mughlia?,The price of Mughlia is 20rs,Who is the manufacturer of Mughlia?,The manufacturer of Mughlia is Local
Lunch Time,20,Nimco,What is Lunch Time?,,Bisconni,What is the price of Lunch Time?,The price of Lunch Time is 20rs,Who is the manufacturer of Lunch Time?,The manufacturer of Lunch Time is Bisconni
Ballay Ballay,20,Nimco,What is Ballay Ballay?,,Bisconni,What is the price of Ballay Ballay?,The price of Ballay Ballay is 20rs,Who is the manufacturer of Ballay Ballay?,The manufacturer of Ballay Ballay is Bisconni
Shoop Chicken,50,Noodles,What is Shoop Chicken?,,Shan Foods,What is the price of Shoop Chicken?,The price of Shoop Chicken is 50rs,Who is the manufacturer of Shoop Chicken?,The manufacturer of Shoop Chicken is Shan Foods
Knor Chicken,50,Noodles,What is Knor Chicken?,,Unilever,What is the price of Knor Chicken?,The price of Knor Chicken is 50rs,Who is the manufacturer of Knor Chicken?,The manufacturer of Knor Chicken is Unilever
Shoop Chatpata,50,Noodles,What is Shoop Chatpata?,,Shan Foods,What is the price of Shoop Chatpata?,The price of Shoop Chatpata is 50rs,Who is the manufacturer of Shoop Chatpata?,The manufacturer of Shoop Chatpata is Shan Foods
Knor Chatpata,50,Noodles,What is Knor Chatpata?,,Unilever,What is the price of Knor Chatpata?,The price of Knor Chatpata is 50rs,Who is the manufacturer of Knor Chatpata?,The manufacturer of Knor Chatpata is Unilever
Mixed Pickle,50,Pickle,What is Mixed Pickle?,,National,What is the price of Mixed Pickle?,The price of Mixed Pickle is 50rs,Who is the manufacturer of Mixed Pickle?,The manufacturer of Mixed Pickle is National
Trim,80,Razor,What is Trim?,,Treet Corporation,What is the price of Trim?,The price of Trim is 80rs,Who is the manufacturer of Trim?,The manufacturer of Trim is Treet Corporation
Treet,80,Razor,What is Treet?,,Treet Corporation,What is the price of Treet?,The price of Treet is 80rs,Who is the manufacturer of Treet?,The manufacturer of Treet is Treet Corporation
Trig,80,Razor,What is Trig?,,Treet Corporation,What is the price of Trig?,The price of Trig is 80rs,Who is the manufacturer of Trig?,The manufacturer of Trig is Treet Corporation
Gillete,80,Razor,What is Gillete?,,P&G,What is the price of Gillete?,The price of Gillete is 80rs,Who is the manufacturer of Gillete?,The manufacturer of Gillete is P&G
Butterfly,400,Sanitary Pads,What is Butterfly?,,Santex,What is the price of Butterfly?,The price of Butterfly is 400rs,Who is the manufacturer of Butterfly?,The manufacturer of Butterfly is Santex
Always,400,Sanitary Pads,What is Always?,,P&G,What is the price of Always?,The price of Always is 400rs,Who is the manufacturer of Always?,The manufacturer of Always is P&G
Embrace,400,Sanitary Pads,What is Embrace?,,P&G,What is the price of Embrace?,The price of Embrace is 400rs,Who is the manufacturer of Embrace?,The manufacturer of Embrace is P&G
Sunsilk,350,Shampoo,What is Sunsilk?,,Unilever,What is the price of Sunsilk?,The price of Sunsilk is 350rs,Who is the manufacturer of Sunsilk?,The manufacturer of Sunsilk is Unilever
Head n Shoulder,350,Shampoo,What is Head n Shoulder?,,P&G,What is the price of Head n Shoulder?,The price of Head n Shoulder is 350rs,Who is the manufacturer of Head n Shoulder?,The manufacturer of Head n Shoulder is P&G
Tresseme,350,Shampoo,What is Tresseme?,,Unilever,What is the price of Tresseme?,The price of Tresseme is 350rs,Who is the manufacturer of Tresseme?,The manufacturer of Tresseme is Unilever
Lifebouy Shampoo,350,Shampoo,What is Lifebouy Shampoo?,,Unilever,What is the price of Lifebouy Shampoo?,The price of Lifebouy Shampoo is 350rs,Who is the manufacturer of Lifebouy Shampoo?,The manufacturer of Lifebouy Shampoo is Unilever
Clear,350,Shampoo,What is Clear?,,Unilever,What is the price of Clear?,The price of Clear is 350rs,Who is the manufacturer of Clear?,The manufacturer of Clear is Unilever
Power Plus,150,Shoe Polish,What is Power Plus?,"wer Plus is a brand of shoe polish available in various formats, such as liquid, cream, and instant shiner, designed to clean, shine, and protect leather and synthetic shoes",Local,What is the price of Power Plus?,The price of Power Plus is 150rs,Who is the manufacturer of Power Plus?,The manufacturer of Power Plus is Local
Kiwi,100,Shoe Polish,What is Kiwi?,"Kiwi shoe polish is a brand of shoe polish used to clean, shine, and protect leather footwear",SC Johnson,What is the price of Kiwi?,The price of Kiwi is 100rs,Who is the manufacturer of Kiwi?,The manufacturer of Kiwi is SC Johnson
Cherry Blososom,250,Shoe Polish,What is Cherry Blososom?,"Cherry Blossom shoe polish is a brand of shoe care products, primarily a wax and oil-based polish, that is designed to clean, condition, and shine smooth leather shoes",SC Johnson,What is the price of Cherry Blososom?,The price of Cherry Blososom is 250rs,Who is the manufacturer of Cherry Blososom?,The manufacturer of Cherry Blososom is SC Johnson
Lifebouy,100,Soap,What is Lifebouy?,"Lifebuoy is a brand of soap, originally famous for its carbolic acid content, that is now marketed as a germ-protection soap with various formulations for hand and body hygiene",Unilever,What is the price of Lifebouy?,The price of Lifebouy is 100rs,Who is the manufacturer of Lifebouy?,The manufacturer of Lifebouy is Unilever
Hari,40,Soap,What is Hari?,Hari is a laundry bar soap,Local,What is the price of Hari?,The price of Hari is 40rs,Who is the manufacturer of Hari?,The manufacturer of Hari is Local
Safeguard,120,Soap,What is Safeguard?,Safeguard is an antibacterial soap,P&G,What is the price of Safeguard?,The price of Safeguard is 120rs,Who is the manufacturer of Safeguard?,The manufacturer of Safeguard is P&G
Pears,200,Soap,What is Pears?,Pears is a glycerin-based soap,Unilever,What is the price of Pears?,The price of Pears is 200rs,Who is the manufacturer of Pears?,The manufacturer of Pears is Unilever
Tibet,100,Soap,What is Tibet?,TIbet is a daily cleansing soap,Tibbet Group,What is the price of Tibet?,The price of Tibet is 100rs,Who is the manufacturer of Tibet?,The manufacturer of Tibet is Tibbet Group
Palmolive,100,Soap,What is Palmolive?,Palmolive is a brand of personal care and cleaning products produced by Colgate-Palmolive,Colgate-Palmolive,What is the price of Palmolive?,The price of Palmolive is 100rs,Who is the manufacturer of Palmolive?,The manufacturer of Palmolive is Colgate-Palmolive
Dettol,120,Soap,What is Dettol?,Dettol soap is an antibacterial bar soap designed to cleanse the skin and protect against germs that cause body odor and skin infections,Reckitt,What is the price of Dettol?,The price of Dettol is 120rs,Who is the manufacturer of Dettol?,The manufacturer of Dettol is Reckitt
Lux,180,Soap,What is Lux?,"Lux soap is a brand of beauty soap produced by Unilever, known for its luxurious fragrances and skin-nourishing properties rather than strong antibacterial effects",Unilever,What is the price of Lux?,The price of Lux is 180rs,Who is the manufacturer of Lux?,The manufacturer of Lux is Unilever
Dove,200,Soap,What is Dove?,"Dove is a Beauty Bar, a cleansing product that is different from traditional bar soaps because it contains 1/4 moisturizing cream",Unilever,What is the price of Dove?,The price of Dove is 200rs,Who is the manufacturer of Dove?,The manufacturer of Dove is Unilever
Mountain Dew,180,Soft Drink,What is Mountain Dew?,"Mountain Dew is a citrus-flavored, caffeinated carbonated soft drink",PepsiCo,What is the price of Mountain Dew?,The price of Mountain Dew is 180rs,Who is the manufacturer of Mountain Dew?,The manufacturer of Mountain Dew is PepsiCo
Fizz Up,180,Soft Drink,What is Fizz Up?,"Fizz Up is a low-carb, sugar-free, and sparkling drink",Local,What is the price of Fizz Up?,The price of Fizz Up is 180rs,Who is the manufacturer of Fizz Up?,The manufacturer of Fizz Up is Local
Pepsi Diet,180,Soft Drink,What is Pepsi Diet?,"Diet Pepsi is a sugar-free, zero-calorie version of the classic Pepsi cola that uses artificial sweeteners to provide the same flavor without the sugar",PepsiCo,What is the price of Pepsi Diet?,The price of Pepsi Diet is 180rs,Who is the manufacturer of Pepsi Diet?,The manufacturer of Pepsi Diet is PepsiCo
Sting,180,Soft Drink,What is Sting?,Sting is a carbonated energy drink,PepsiCo,What is the price of Sting?,The price of Sting is 180rs,Who is the manufacturer of Sting?,The manufacturer of Sting is PepsiCo
Mirinda,180,Soft Drink,What is Mirinda?,Mirinda is a carbonated fruit-flavored soft drink,PepsiCo,What is the price of Mirinda?,The price of Mirinda is 180rs,Who is the manufacturer of Mirinda?,The manufacturer of Mirinda is PepsiCo
Fanta,180,Soft Drink,What is Fanta?,"Fanta is a fizzy, fruity, and tangy taste drink",Coca-Cola,What is the price of Fanta?,The price of Fanta is 180rs,Who is the manufacturer of Fanta?,The manufacturer of Fanta is Coca-Cola
7Up,180,Soft Drink,What is 7Up?,"7UP is a brand of lemon-lime-flavored, non-caffeinated soft drink",PepsiCo,What is the price of 7Up?,The price of 7Up is 180rs,Who is the manufacturer of 7Up?,The manufacturer of 7Up is PepsiCo
Sprite,180,Soft Drink,What is Sprite?,"Sprite is a caffeine-free, lemon-lime flavored soft drink",Coca-Cola,What is the price of Sprite?,The price of Sprite is 180rs,Who is the manufacturer of Sprite?,The manufacturer of Sprite is Coca-Cola
Coca Cola,180,Soft Drink,What is Coca Cola?,"Coca-Cola is a sweet, carbonated beverage",Coca-Cola,What is the price of Coca Cola?,The price of Coca Cola is 180rs,Who is the manufacturer of Coca Cola?,The manufacturer of Coca Cola is Coca-Cola
Pepsi,180,Soft Drink,What is Pepsi?,Pepsi is a carbonated soft drink with a cola flavor,PepsiCo,What is the price of Pepsi?,The price of Pepsi is 180rs,Who is the manufacturer of Pepsi?,The manufacturer of Pepsi is PepsiCo
Cola Next,180,Soft Drink,What is Cola Next?,"Cola Next is a classic cola flavor, balancing sweetness with a tangy and fizzy taste drink",Mehran Bottlers,What is the price of Cola Next?,The price of Cola Next is 180rs,Who is the manufacturer of Cola Next?,The manufacturer of Cola Next is Mehran Bottlers
Rajput,5,Supari,What is Rajput?,"Rajput Supari is a type of sweet areca nut (supari) mouth freshener, often marketed as ""Rajput Gold""",Local,What is the price of Rajput?,The price of Rajput is 5rs,Who is the manufacturer of Rajput?,The manufacturer of Rajput is Local
Jambola,5,Supari,What is Jambola?,"Jambola supari is a type of sweet mouth freshener made from betel nuts, flavored, and often infused with menthol and other spices",Local,What is the price of Jambola?,The price of Jambola is 5rs,Who is the manufacturer of Jambola?,The manufacturer of Jambola is Local
Tara,5,Supari,What is Tara?,"Tara Supari, specifically Tara Gold Sweet Supari, is a brand of sweet betel nut (areca nut) mouth freshener popular in Pakistan",Local,What is the price of Tara?,The price of Tara is 5rs,Who is the manufacturer of Tara?,The manufacturer of Tara is Local
Dillagi,5,Supari,What is Dillagi?,"Dillagi supari is a sweet, flavored betel nut product commonly used as a traditional Indian and Pakistani mouth freshener and digestive aid",Local,What is the price of Dillagi?,The price of Dillagi is 5rs,Who is the manufacturer of Dillagi?,The manufacturer of Dillagi is Local
Tasty Gold,5,Supari,What is Tasty Gold?,Tasty Gold is a mouth freshner supari,Local,What is the price of Tasty Gold?,The price of Tasty Gold is 5rs,Who is the manufacturer of Tasty Gold?,The manufacturer of Tasty Gold is Local
Andlip,5,Supari,What is Andlip?,"Andleeb supari is a specific brand of sweet, traditional Pakistani mouth freshener made from areca nuts that are sweetened with sugar, artificial flavors, and menthol",Local,What is the price of Andlip?,The price of Andlip is 5rs,Who is the manufacturer of Andlip?,The manufacturer of Andlip is Local
Hum Tum,5,Supari,What is Hum Tum?,"Hum Tum Supari is a popular sweet, aromatic mouth freshener from Pakistan, made primarily from betel nuts (supari) mixed with a variety of other ingredients like fennel, sesame, aniseed, and a chocolate flavor",Local,What is the price of Hum Tum?,The price of Hum Tum is 5rs,Who is the manufacturer of Hum Tum?,The manufacturer of Hum Tum is Local
Naz,5,Supari,What is Naz?,"Naz supari is a popular Pakistani sweet mouth freshener made from areca nut (betel nut), flavored with a sweet and aromatic blend of spices, sugar, fennel seeds, and coconut",Local,What is the price of Naz?,The price of Naz is 5rs,Who is the manufacturer of Naz?,The manufacturer of Naz is Local
Sanam Gold,5,Supari,What is Sanam Gold?,"Sanam Gold Supari is a type of sweet betel nut confection, often sold as a candy or after-meal treat, that is typically found in a gold-colored wrapper",Local,What is the price of Sanam Gold?,The price of Sanam Gold is 5rs,Who is the manufacturer of Sanam Gold?,The manufacturer of Sanam Gold is Local
Tulsi,5,Supari,What is Tulsi?,"Tulsi supari is a traditional South Asian mouth freshener that combines betel nut (\(supari\)) with sweet, aromatic ingredients, including tulsi (holy basil) leaves. It is made with a blend of ingredients like fennel seeds, cardamom, and sugar, offering a sweet, refreshing, and aromatic flavor profile that is used as a digestive aid after meals or as a social treat",Local,What is the price of Tulsi?,The price of Tulsi is 5rs,Who is the manufacturer of Tulsi?,The manufacturer of Tulsi is Local
Shahi Deluxe,5,Supari,What is Shahi Deluxe?,"Shahi Deluxe Supari is a popular herbal mouth freshener made with a blend of ingredients like fennel seeds, dry dates, cardamom, and menthol",Local,What is the price of Shahi Deluxe?,The price of Shahi Deluxe is 5rs,Who is the manufacturer of Shahi Deluxe?,The manufacturer of Shahi Deluxe is Local
Kashmiri Gold,5,Supari,What is Kashmiri Gold?,"Kashmiri Gold Supari is a premium mouth freshener made from a blend of betel nuts (supari), natural flavors, mint, sweeteners, and sometimes silver leaves or dry fruits",Local,What is the price of Kashmiri Gold?,The price of Kashmiri Gold is 5rs,Who is the manufacturer of Kashmiri Gold?,The manufacturer of Kashmiri Gold is Local
Jam e shirin,230,Syrup,What is Jam e shirin?,"Jam-e-Shirin is a brand of refreshing herbal syrup, often made from distillates of natural herbs and known for its pleasant taste and fragrance",Qarshi,What is the price of Jam e shirin?,The price of Jam e shirin is 230rs,Who is the manufacturer of Jam e shirin?,The manufacturer of Jam e shirin is Qarshi
Pakola,230,Syrup,What is Pakola?,"Pakola syrup is a liquid concentrate made from ingredients like refined sugar and fruit essence, depending on the flavor",Mehran Bottlers,What is the price of Pakola?,The price of Pakola is 230rs,Who is the manufacturer of Pakola?,The manufacturer of Pakola is Mehran Bottlers
Quice,230,Syrup,What is Quice?,"Quice syrup is a brand of concentrated syrup, available as both an ice cream topping and a beverage mix (often called Rooh-e-Shireen), made from distillates of natural herbs and fruit juices",Quice Foods,What is the price of Quice?,The price of Quice is 230rs,Who is the manufacturer of Quice?,The manufacturer of Quice is Quice Foods
Vital,30,Tea,What is Vital?,"Vital Tea is a brand of tea, primarily popular in Pakistan, that offers various types of tea including black, green, and herbal blends",Vital Tea,What is the price of Vital?,The price of Vital is 30rs,Who is the manufacturer of Vital?,The manufacturer of Vital is Vital Tea
Green Tea,40,Tea,What is Green Tea?,Green tea is a type of tea made from the Camellia sinensis plant that is minimally oxidized because its leaves are quickly heated after harvesting to prevent oxidation,Tapal,What is the price of Green Tea?,The price of Green Tea is 40rs,Who is the manufacturer of Green Tea?,The manufacturer of Green Tea is Tapal
Lipton,80,Tea,What is Lipton?,"Lipton is a popular brand known for its tea products, including hot tea bags, loose leaf tea, and ready-to-drink iced tea",Unilever,What is the price of Lipton?,The price of Lipton is 80rs,Who is the manufacturer of Lipton?,The manufacturer of Lipton is Unilever
Tapal Danedar,30,Tea,What is Tapal Danedar?,"Tapal Danedar is a premium black tea brand from Pakistan, known for its strong, rich flavor and aroma",Tapal Tea,What is the price of Tapal Danedar?,The price of Tapal Danedar is 30rs,Who is the manufacturer of Tapal Danedar?,The manufacturer of Tapal Danedar is Tapal Tea
Supreme,30,Tea,What is Supreme?,"Brooke Bond Supreme Tea - Royal-E-MartSupreme Tea is a brand of black tea, primarily known as Brooke Bond Supreme",Tapal Tea,What is the price of Supreme?,The price of Supreme is 30rs,Who is the manufacturer of Supreme?,The manufacturer of Supreme is Tapal Tea
Synthetic Vinegar,140,Vinegar,What is Synthetic Vinegar?,"Synthetic vinegar is vinegar produced through a chemical process, unlike naturally fermented vinegar, and is essentially a solution of chemically synthesized acetic acid and water",National,What is the price of Synthetic Vinegar?,The price of Synthetic Vinegar is 140rs,Who is the manufacturer of Synthetic Vinegar?,The manufacturer of Synthetic Vinegar is National
Novita Orange,30,Wafer,What is Novita Orange?,Novita orange is a four-layered wafer with three layers of orange-flavored cream filling,Bisconni,What is the price of Novita Orange?,The price of Novita Orange is 30rs,Who is the manufacturer of Novita Orange?,The manufacturer of Novita Orange is Bisconni
Novita Chocolate,30,Wafer,What is Novita Chocolate?,Novita chocolate is a four-layered wafer with three layers of orange-flavored cream filling,Bisconni,What is the price of Novita Chocolate?,The price of Novita Chocolate is 30rs,Who is the manufacturer of Novita Chocolate?,The manufacturer of Novita Chocolate is Bisconni
Wispy,30,Wafer,What is Wispy?,"Wispy Wafers are a brand of crispy, thin, and light wafer rolls",Ismail Industries,What is the price of Wispy?,The price of Wispy is 30rs,Who is the manufacturer of Wispy?,The manufacturer of Wispy is Ismail Industries
Nestle,70,Water,What is Nestle?,Nestle pure life a mineral water,Nestle,What is the price of Nestle?,The price of Nestle is 70rs,Who is the manufacturer of Nestle?,The manufacturer of Nestle is Nestle
Aquafina,50,Water,What is Aquafina?,Aquafina is a drinking water,PepsiCo,What is the price of Aquafina?,The price of Aquafina is 50rs,Who is the manufacturer of Aquafina?,The manufacturer of Aquafina is PepsiCo
Atco,50,Water,What is Atco?,Atco is a water,ATCO Laboratories,What is the price of Atco?,The price of Atco is 50rs,Who is the manufacturer of Atco?,The manufacturer of Atco is ATCO Laboratories
Lemon,20,Biscuit,What is Lemon?,,Peek Freans,What is the price of Lemon?,The price of Lemon is 20rs,,
Lemon Max,,Soap,What is Lemon Max?,,,,,,
Touch,150,Condom,,,,,,,
